"Exposure","Province.Territory","Proportion"
"Any fresh herbs","PE",25.6
"Any fresh herbs","NL",29
"Any fresh herbs","YT",46.6
"Any fresh herbs","NT",55.2
"Any fresh herbs","NU",45
"Any fresh herbs","Canada",49.1
"Fresh basil","BC",23.2842236254763
"Fresh basil","AB",19.2422847273358
"Fresh basil","SK",14.9593542570908
"Fresh basil","MB",16.9067303032279
"Fresh basil","ON",24.7459702202543
"Fresh basil","QC",29.0025779444757
"Fresh basil","NB",14.2933145929296
"Fresh basil","NS",15.1466628370338
"Fresh basil","PE",8.44713154049554
"Fresh basil","NL",12.8406501606458
"Fresh basil","YT",22.6261527917569
"Fresh basil","NT",21.0097983344996
"Fresh basil","NU",9.44192924414608
"Fresh basil","Canada",23.5781736818877
"Fresh Thai basil*","BC",8.7
"Fresh Thai basil*","AB",8.3
"Fresh Thai basil*","SK",4.6
"Fresh Thai basil*","MB",4.7
"Fresh Thai basil*","ON",10.8
"Fresh Thai basil*","QC",10.3
"Fresh Thai basil*","NB",5
"Fresh Thai basil*","NS",4
"Fresh Thai basil*","PE",3.4
"Fresh Thai basil*","NL",4.4
"Fresh Thai basil*","YT",7.8
"Fresh Thai basil*","NT",4.7
"Fresh Thai basil*","NU",2.3
"Fresh Thai basil*","Canada",9.2
"Fresh cilantro/coriander","BC",30.1123586982613
"Fresh cilantro/coriander","AB",25.4552022311639
"Fresh cilantro/coriander","SK",15.6267046001534
"Fresh cilantro/coriander","MB",19.1833574450989
"Fresh cilantro/coriander","ON",26.6292359186603
"Fresh cilantro/coriander","QC",21.1648547996162
"Fresh cilantro/coriander","NB",13.1520704423594
"Fresh cilantro/coriander","NS",15.5572725483882
"Fresh cilantro/coriander","PE",10.6020924842241
"Fresh cilantro/coriander","NL",13.2754154278702
"Fresh cilantro/coriander","YT",30.0386546897653
"Fresh cilantro/coriander","NT",21.3098075593263
"Fresh cilantro/coriander","NU",31.446426246147
"Fresh cilantro/coriander","Canada",24.2554385833121
"Fresh parsley","BC",26.6488228503283
"Fresh parsley","AB",21.9033314649831
"Fresh parsley","SK",14.6085709926795
"Fresh parsley","MB",16.8056696742796
"Fresh parsley","ON",26.1394966422372
"Fresh parsley","QC",29.8843925493485
"Fresh parsley","NB",20.4565303068368
"Fresh parsley","NS",16.9240782631015
"Fresh parsley","PE",15.2669890214398
"Fresh parsley","NL",13.6757685124852
"Fresh parsley","YT",24.7542448970843
"Fresh parsley","NT",23.8187274329762
"Fresh parsley","NU",15.3799874604982
"Fresh parsley","Canada",25.2911695099997
"Other fresh herbs","BC",22.4705263014815
"Other fresh herbs","AB",20.0367015555422
"Other fresh herbs","SK",18.1292753331903
"Other fresh herbs","MB",17.6082646248992
"Other fresh herbs","ON",20.7929294298943
"Other fresh herbs","QC",20.5575058731679
"Other fresh herbs","NB",10.0735386124729
"Other fresh herbs","NS",13.9794923201784
"Other fresh herbs","PE",10.4561901226737
"Other fresh herbs","NL",9.88916839266875
"Other fresh herbs","YT",21.5136749792585
"Other fresh herbs","NT",19.6857094085408
"Other fresh herbs","NU",23.14634736193
"Other fresh herbs","Canada",20.0740778817737
"Fresh tarragon*","BC",2.2
"Fresh tarragon*","AB",1.4
"Fresh tarragon*","SK",1.3
"Fresh tarragon*","MB",1.7
"Fresh tarragon*","ON",3.6
"Fresh tarragon*","QC",4.4
"Fresh tarragon*","NB",1.1
"Fresh tarragon*","NS",4.8
"Fresh tarragon*","PE",1.2
"Fresh tarragon*","NL",2.3
"Fresh tarragon*","YT",1.8
"Fresh tarragon*","NT",2.2
"Fresh tarragon*","NU",1.5
"Fresh tarragon*","Canada",3.2
"Any spices*","BC",91.5
"Any spices*","AB",92.8
"Any spices*","SK",93.2
"Any spices*","MB",90.2
"Any spices*","ON",88.9
"Any spices*","QC",92.4
"Any spices*","NB",86.9
"Any spices*","NS",91
"Any spices*","PE",91.6
"Any spices*","NL",86.3
"Any spices*","YT",94.4
"Any spices*","NT",90.2
"Any spices*","NU",73.2
"Any spices*","Canada",90.7
"Pepper (whole/ground, white, black, blended)*","BC",85.3
"Pepper (whole/ground, white, black, blended)*","AB",85.6
"Pepper (whole/ground, white, black, blended)*","SK",89.8
"Pepper (whole/ground, white, black, blended)*","MB",86.6
"Pepper (whole/ground, white, black, blended)*","ON",82.4
"Pepper (whole/ground, white, black, blended)*","QC",87.8
"Pepper (whole/ground, white, black, blended)*","NB",80
"Pepper (whole/ground, white, black, blended)*","NS",87.1
"Pepper (whole/ground, white, black, blended)*","PE",85.4
"Pepper (whole/ground, white, black, blended)*","NL",78.1
"Pepper (whole/ground, white, black, blended)*","YT",87.6
"Pepper (whole/ground, white, black, blended)*","NT",85.4
"Pepper (whole/ground, white, black, blended)*","NU",64.6
"Pepper (whole/ground, white, black, blended)*","Canada",84.8
"Curry powder*","BC",27
"Curry powder*","AB",20.4
"Curry powder*","SK",12.5
"Curry powder*","MB",11.8
"Curry powder*","ON",16.2
"Curry powder*","QC",15.5
"Curry powder*","NB",11.9
"Curry powder*","NS",18.9
"Curry powder*","PE",14.5
"Curry powder*","NL",12.9
"Curry powder*","YT",16.4
"Curry powder*","NT",17.3
"Curry powder*","NU",14.2
"Curry powder*","Canada",17.6
"Paprika*","BC",28.3
"Paprika*","AB",20
"Paprika*","SK",22.7
"Paprika*","MB",21.8
"Paprika*","ON",23.4
"Paprika*","QC",19.4
"Paprika*","NB",14.7
"Paprika*","NS",19.7
"Paprika*","PE",17.4
"Paprika*","NL",13.7
"Paprika*","YT",17.2
"Paprika*","NT",19.1
"Paprika*","NU",14.3
"Paprika*","Canada",22.2
"Turmeric*","BC",23.3
"Turmeric*","AB",11.4
"Turmeric*","SK",10.6
"Turmeric*","MB",8.7
"Turmeric*","ON",16.5
"Turmeric*","QC",14.2
"Turmeric*","NB",9.2
"Turmeric*","NS",14.4
"Turmeric*","PE",7.4
"Turmeric*","NL",8.4
"Turmeric*","YT",9.9
"Turmeric*","NT",12.1
"Turmeric*","NU",8.2
"Turmeric*","Canada",15.4
"Other spices*","BC",55.7
"Other spices*","AB",46.4
"Other spices*","SK",45.4
"Other spices*","MB",42.8
"Other spices*","ON",48.8
"Other spices*","QC",48.7
"Other spices*","NB",40.4
"Other spices*","NS",50.7
"Other spices*","PE",38
"Other spices*","NL",38.8
"Other spices*","YT",42.7
"Other spices*","NT",46.6
"Other spices*","NU",37.7
"Other spices*","Canada",48.8
"Any store-bought prepared salads?*","BC",14.3
"Any store-bought prepared salads?*","AB",14.4
"Any store-bought prepared salads?*","SK",17.2
"Any store-bought prepared salads?*","MB",15
"Any store-bought prepared salads?*","ON",15.7
"Any store-bought prepared salads?*","QC",11.6
"Any store-bought prepared salads?*","NB",13.7
"Any store-bought prepared salads?*","NS",15.8
"Any store-bought prepared salads?*","PE",15.5
"Any store-bought prepared salads?*","NL",20.5
"Any store-bought prepared salads?*","YT",14
"Any store-bought prepared salads?*","NT",16.2
"Any store-bought prepared salads?*","NU",15.6
"Any store-bought prepared salads?*","Canada",14.5
"Potato salad (store-bought prepared)*","BC",2.8
"Potato salad (store-bought prepared)*","AB",1.9
"Potato salad (store-bought prepared)*","SK",5.8
"Potato salad (store-bought prepared)*","MB",2.7
"Potato salad (store-bought prepared)*","ON",3.2
"Potato salad (store-bought prepared)*","QC",1.1
"Potato salad (store-bought prepared)*","NB",2.3
"Potato salad (store-bought prepared)*","NS",1.8
"Potato salad (store-bought prepared)*","PE",3.4
"Potato salad (store-bought prepared)*","NL",5.9
"Potato salad (store-bought prepared)*","YT",1.9
"Potato salad (store-bought prepared)*","NT",3.1
"Potato salad (store-bought prepared)*","NU",3.9
"Potato salad (store-bought prepared)*","Canada",2.6
"Pasta salad (store-bought prepared)*","BC",0.8
"Pasta salad (store-bought prepared)*","AB",1.1
"Pasta salad (store-bought prepared)*","SK",2
"Pasta salad (store-bought prepared)*","MB",1
"Pasta salad (store-bought prepared)*","ON",2.1
"Pasta salad (store-bought prepared)*","QC",1.9
"Pasta salad (store-bought prepared)*","NB",1.9
"Pasta salad (store-bought prepared)*","NS",1.7
"Pasta salad (store-bought prepared)*","PE",0.7
"Pasta salad (store-bought prepared)*","NL",8
"Pasta salad (store-bought prepared)*","YT",0.5
"Pasta salad (store-bought prepared)*","NT",1.2
"Pasta salad (store-bought prepared)*","NU",3.5
"Pasta salad (store-bought prepared)*","Canada",1.8
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","BC",2.9
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","AB",2.6
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","SK",3
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","MB",2.9
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","ON",3.6
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","QC",2.3
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","NB",3.4
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","NS",3
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","PE",6.2
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","NL",5.5
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","YT",1
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","NT",5.4
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","NU",4.6
"Fruit salad/pre-cut fruit/fruit platter (store-bought prepared)*","Canada",3.1
"Store-bought salsa*","BC",25.6
"Store-bought salsa*","AB",24
"Store-bought salsa*","SK",19.8
"Store-bought salsa*","MB",30.7
"Store-bought salsa*","ON",21.9
"Store-bought salsa*","QC",16
"Store-bought salsa*","NB",23
"Store-bought salsa*","NS",26.8
"Store-bought salsa*","PE",22.2
"Store-bought salsa*","NL",22.9
"Store-bought salsa*","YT",28.8
"Store-bought salsa*","NT",24.7
"Store-bought salsa*","NU",24.1
"Store-bought salsa*","Canada",21.7
"Mangoes","BC",26.6227234212923
"Mangoes","AB",23.8113455388911
"Mangoes","SK",20.5714610715768
"Mangoes","MB",19.4190381367216
"Mangoes","ON",26.1240241854622
"Mangoes","QC",29.2997250496611
"Mangoes","NB",15.4581843207389
"Mangoes","NS",16.8210510109699
"Mangoes","PE",16.9990264465427
"Mangoes","NL",15.9759328707182
"Mangoes","YT",27.3877850954837
"Mangoes","NT",15.8086822878423
"Mangoes","NU",28.1479094950882
"Mangoes","Canada",25.5824288259134
"Fresh mango","BC",17.2721592796934
"Fresh mango","AB",15.5031306648265
"Fresh mango","SK",14.5158581512364
"Fresh mango","MB",13.2343182128856
"Fresh mango","ON",19.08121584791
"Fresh mango","QC",21.9698483021267
"Fresh mango","NB",8.68644528850801
"Fresh mango","NS",10.6210697436779
"Fresh mango","PE",11.5790892640821
"Fresh mango","NL",7.54213053695682
"Fresh mango","YT",11.8691367692839
"Fresh mango","NT",8.1714401002918
"Fresh mango","NU",15.6133847983535
"Fresh mango","Canada",18.0846889623627
"Frozen mango","BC",8.38220158662526
"Frozen mango","AB",7.53814363839518
"Frozen mango","SK",6.10840521481558
"Frozen mango","MB",5.39776462587389
"Frozen mango","ON",7.62314719699395
"Frozen mango","QC",8.3001352007205
"Frozen mango","NB",4.47913684701106
"Frozen mango","NS",5.96222609292588
"Frozen mango","PE",4.61795538237612
"Frozen mango","NL",8.42038429727996
"Frozen mango","YT",15.5413828226585
"Frozen mango","NT",6.55353073089839
"Frozen mango","NU",17.6333095886778
"Frozen mango","Canada",7.6497186372869
"Dried mango","BC",5.07391934760842
"Dried mango","AB",6.02020886395806
"Dried mango","SK",2.26257305984539
"Dried mango","MB",4.6864500921197
"Dried mango","ON",3.45211255225636
"Dried mango","QC",3.15631588887371
"Dried mango","NB",4.14078219260141
"Dried mango","NS",3.95965689782291
"Dried mango","PE",2.24057685154734
"Dried mango","NL",2.94406648541866
"Dried mango","YT",8.46075461392083
"Dried mango","NT",2.63136106351078
"Dried mango","NU",2.62160233505523
"Dried mango","Canada",3.93068645142595
"Papayas","BC",3.17156522330223
"Papayas","AB",3.85946470124032
"Papayas","SK",2.70549267724525
"Papayas","MB",2.45432467172861
"Papayas","ON",5.62734909669166
"Papayas","QC",2.6776720940355
"Papayas","NB",1.06534372288795
"Papayas","NS",2.06434818410184
"Papayas","PE",2.36485505675137
"Papayas","NL",1.49705497411725
"Papayas","YT",0.953647537977224
"Papayas","NT",0.778997437691368
"Papayas","NU",5.25894065000349
"Papayas","Canada",3.931437710624
"Fresh papaya","BC",2.78274244342787
"Fresh papaya","AB",2.91036279049297
"Fresh papaya","SK",1.38511541867329
"Fresh papaya","MB",1.68852095241792
"Fresh papaya","ON",4.51118327791198
"Fresh papaya","QC",2.33761241706467
"Fresh papaya","NB",0.420521840048458
"Fresh papaya","NS",0.979342616469918
"Fresh papaya","PE",1.4745136029993
"Fresh papaya","NL",0.777068798682632
"Fresh papaya","YT",0.404322328099005
"Fresh papaya","NT",0.778997437691368
"Fresh papaya","NU",5.25894065000349
"Fresh papaya","Canada",3.13646319013808
"Frozen papaya","BC",0.268298790057233
"Frozen papaya","AB",0.362580734331144
"Frozen papaya","SK",0.898688272302049
"Frozen papaya","MB",0.150254150365319
"Frozen papaya","ON",0.354168214066444
"Frozen papaya","QC",0.446699730042001
"Frozen papaya","NB",0.220914161024922
"Frozen papaya","NS",0.0248714155176358
"Frozen papaya","PE",0.0828961516129973
"Frozen papaya","NL",0.704447895434603
"Frozen papaya","YT",0
"Frozen papaya","NT",0
"Frozen papaya","NU",0
"Frozen papaya","Canada",0.365296521446444
"Dried papaya","BC",0.119729093803061
"Dried papaya","AB",0.152371911936367
"Dried papaya","SK",0.142410775017703
"Dried papaya","MB",0.240306013219401
"Dried papaya","ON",0.210734693713117
"Dried papaya","QC",0.334409358423281
"Dried papaya","NB",0
"Dried papaya","NS",0.0435468343231903
"Dried papaya","PE",0.142410812802403
"Dried papaya","NL",0.893486638337712
"Dried papaya","YT",0.367384658167988
"Dried papaya","NT",0
"Dried papaya","NU",3.63575325633675
"Dried papaya","Canada",0.223479016025475
"Pomegranate","BC",7.91871003994499
"Pomegranate","AB",6.934191491135
"Pomegranate","SK",4.32710580355014
"Pomegranate","MB",4.31484321705024
"Pomegranate","ON",8.15919091749331
"Pomegranate","QC",6.26234895181989
"Pomegranate","NB",4.11424584087235
"Pomegranate","NS",5.30204646790045
"Pomegranate","PE",3.27253129663671
"Pomegranate","NL",4.78382627544592
"Pomegranate","YT",4.49329844451699
"Pomegranate","NT",5.74357074683385
"Pomegranate","NU",4.81739034597979
"Pomegranate","Canada",7.05033622488362
"Fresh pomegranate (including seeds)","BC",6.77944515199384
"Fresh pomegranate (including seeds)","AB",4.92047126403039
"Fresh pomegranate (including seeds)","SK",3.5463517423158
"Fresh pomegranate (including seeds)","MB",2.32203879496151
"Fresh pomegranate (including seeds)","ON",6.0147245341138
"Fresh pomegranate (including seeds)","QC",5.15634404119106
"Fresh pomegranate (including seeds)","NB",1.7694702645877
"Fresh pomegranate (including seeds)","NS",4.11823013488689
"Fresh pomegranate (including seeds)","PE",2.91418448234431
"Fresh pomegranate (including seeds)","NL",3.71629915876685
"Fresh pomegranate (including seeds)","YT",3.14377893826405
"Fresh pomegranate (including seeds)","NT",4.09701779275138
"Fresh pomegranate (including seeds)","NU",4.81739034597979
"Fresh pomegranate (including seeds)","Canada",5.39245950851786
"Frozen pomegranate","BC",0.65752845907858
"Frozen pomegranate","AB",0.533428784951056
"Frozen pomegranate","SK",0.400626084611083
"Frozen pomegranate","MB",0.933573138000204
"Frozen pomegranate","ON",1.02791237924387
"Frozen pomegranate","QC",0.509560364668691
"Frozen pomegranate","NB",0.235628270554944
"Frozen pomegranate","NS",0.519282421562804
"Frozen pomegranate","PE",0.376770509852161
"Frozen pomegranate","NL",1.68099956663877
"Frozen pomegranate","YT",0.886270271882506
"Frozen pomegranate","NT",0.474867881336121
"Frozen pomegranate","NU",0
"Frozen pomegranate","Canada",0.752418682438197
"Avocado (including guacamole)","BC",54.7933752279373
"Avocado (including guacamole)","AB",42.3093829936656
"Avocado (including guacamole)","SK",31.1017318613825
"Avocado (including guacamole)","MB",33.2936557194002
"Avocado (including guacamole)","ON",43.8864358768502
"Avocado (including guacamole)","QC",44.6592907775701
"Avocado (including guacamole)","NB",27.195519914615
"Avocado (including guacamole)","NS",34.7486142726069
"Avocado (including guacamole)","PE",25.0420086421836
"Avocado (including guacamole)","NL",23.8916864759091
"Avocado (including guacamole)","YT",52.5755160179577
"Avocado (including guacamole)","NT",42.6977867500523
"Avocado (including guacamole)","NU",43.4843289772242
"Avocado (including guacamole)","Canada",43.6465341265243
"Fresh avocado","BC",50.9474428382932
"Fresh avocado","AB",38.439550732667
"Fresh avocado","SK",28.3807878945927
"Fresh avocado","MB",29.5427521786404
"Fresh avocado","ON",40.6774059699925
"Fresh avocado","QC",41.2629544408313
"Fresh avocado","NB",21.6886873914309
"Fresh avocado","NS",30.200533034033
"Fresh avocado","PE",20.0524412961352
"Fresh avocado","NL",22.4510269115612
"Fresh avocado","YT",48.573892215127
"Fresh avocado","NT",38.8250955840918
"Fresh avocado","NU",42.8442987690799
"Fresh avocado","Canada",40.1494452598526
"Frozen avocado","BC",2.34660213068373
"Frozen avocado","AB",2.46261956892759
"Frozen avocado","SK",1.82745045096497
"Frozen avocado","MB",1.35313913358302
"Frozen avocado","ON",1.32329728360413
"Frozen avocado","QC",1.8792718333236
"Frozen avocado","NB",2.83805367194544
"Frozen avocado","NS",3.81571142175062
"Frozen avocado","PE",1.85573930075547
"Frozen avocado","NL",0.696672141181689
"Frozen avocado","YT",4.88451413272412
"Frozen avocado","NT",5.13101321092617
"Frozen avocado","NU",0.738268774893415
"Frozen avocado","Canada",1.84308637367259
"Any melon","BC",34.3388042982834
"Any melon","AB",41.1674861786545
"Any melon","SK",41.918301952066
"Any melon","MB",35.8570131204916
"Any melon","ON",41.8241187404443
"Any melon","QC",42.796552708322
"Any melon","NB",32.2980188373097
"Any melon","NS",34.1354882150111
"Any melon","PE",32.0995339135879
"Any melon","NL",37.2057359671924
"Any melon","YT",34.175482360505
"Any melon","NT",40.9340249897711
"Any melon","NU",43.4208859217822
"Any melon","Canada",40.227510411043
"Cantaloupe","BC",15.6981046573276
"Cantaloupe","AB",21.4172326164585
"Cantaloupe","SK",22.5701336237636
"Cantaloupe","MB",16.7038363741679
"Cantaloupe","ON",23.2980222780517
"Cantaloupe","QC",27.8974374086595
"Cantaloupe","NB",13.2453281447714
"Cantaloupe","NS",16.5650954572881
"Cantaloupe","PE",9.94129961662087
"Cantaloupe","NL",20.4745181224857
"Cantaloupe","YT",17.696928385944
"Cantaloupe","NT",29.1991994666287
"Cantaloupe","NU",35.8988069289936
"Cantaloupe","Canada",22.3787263448893
"Fresh cantaloupe","BC",14.7414560772438
